Name,Type of Agency,Tagline,Ratings,Reviews,Sponsor,MinProjectSize,HourlyRate,TeamSize,Location,ServiceNames,ServicePercentages,Feedback,WebsiteLink,ClutchDirectoryLink
Soda Spoon Marketing Agency,Product Design,Stir Things Up With Soda Spoon!,5.0,1 REVIEW,No,"$1,000+",$150 - $199 / hr,10 - 49,"Draper, UT","Product Design,Branding,Contract Manufacturing,E-Commerce Development,Ecommerce Marketing,Fulfillment,Intellectual Property Law,Packaging Design,Search Engine Optimization,Social Media Marketing","10,10,10,10,10,10,10,10,10,10","""SodaSpoon truly cares about our success.""",https://www.sodaspoon.com/,https://clutch.co/profile/soda-spoon-marketing-agency
informal,Product Design,A freelance collective of hardware experts,5.0,1 REVIEW,No,"$5,000+",$150 - $199 / hr,2 - 9,"San Francisco, CA","Product Design,Contract Manufacturing,Logistics & Supply Chain Consulting,Ecommerce Marketing,Mobile App Development,Packaging Design,Web Development","40,20,20,5,5,5,5","""They built a vast network and their team members had unique skill sets.""",https://www.informal.cc/,https://clutch.co/profile/informal
ENOU Labs,Product Design,A digital product agency,5.0,8 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Wilmington, DE","Product Design,Web Development,Enterprise App Modernization,Mobile App Development","50,20,15,15","""The team is efficient, and they respond and fix issues quickly.""",https://enou.co/,https://clutch.co/profile/enou-labs
The Digital Panda,Product Design,Digital Products & Strategies that help you GROW🚀,5.0,11 REVIEWS,No,"$25,000+",$100 - $149 / hr,10 - 49,"Vancouver, Canada","Product Design,UX/UI Design,Web Design,Branding","15,35,35,15","""Their ability to execute a high-level strategy creatively was their most valuable skill.""",https://www.thedigitalpanda.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/digital-panda
Viget,Product Design,"We brand, design, and build products and platforms",4.8,7 REVIEWS,No,"$25,000+",$200 - $300 / hr,50 - 249,"Falls Church, VA","Product Design,Custom Software Development,UX/UI Design,Branding,Web Design,Web Development,Enterprise App Modernization","20,30,15,10,10,10,5","""The quality of their work was excellent - they demonstrated the value of user-centered design process.""",https://www.viget.com/,https://clutch.co/profile/viget
LeanCode,Product Design,Flutter Software Studio for Enterprise and Startup,5.0,16 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"Warszawa, Poland","Product Design,Mobile App Development,Custom Software Development,Enterprise App Modernization,Web Development","10,35,25,15,15","""Everything is of a high standard!""",https://leancode.co/,https://clutch.co/profile/leancode
Cleevio,Product Design,Building successful product. Together.,5.0,10 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"Prague, Czech Republic","Product Design,Custom Software Development,Blockchain,Mobile App Development,UX/UI Design","20,30,20,20,10","""They genuinely cared about the work they were putting out into the world.""",http://www.cleevio.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/cleevio
Shalin Designs,Product Design,DESIGN DRAFTING AND MODELLING,5.0,2 REVIEWS,No,"$10,000+",< $25 / hr,2 - 9,"Rickmansworth, United Kingdom",Product Design,100,"""They understood our requirements and gave 100% effort during the project development.""",https://shalindesigns.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/shalin-designs
Purple Bunny,Product Design,Obsessed with great design,4.9,8 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"San Isidro, Argentina","Product Design,Branding,UX/UI Design,Web Design","25,25,25,25","""They matched their designs, visuals, and ideas with our core mission and work.""",https://www.purplebunny.co/,https://clutch.co/profile/purple-bunny
Lunar Logic,Product Design,Product Conscious Development with 70% Female Lead,4.9,24 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"Kraków, Poland","Product Design,Web Development,Mobile App Development,Custom Software Development","10,35,30,25","""They believed in what they were working on, were motivated and passionate, and had great communication skills.""",https://lunarlogic.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-product-design,https://clutch.co/profile/lunar-logic
Right Studio,Product Design,"Damn Right Interfaces, Product design and Web",5.0,8 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Warszawa, Poland","Product Design,UX/UI Design,Web Design","30,60,10","""We love the collaboration! This team is extremely smart and we greatly value it when they challenge our thinking.""",https://right.studio/,https://clutch.co/profile/right-studio
Every Interaction,Product Design,UX/UI design agency - problem solving creativity,4.9,7 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"London, United Kingdom","Product Design,UX/UI Design","50,50","""[W]e had a small budget, but we felt like Every Interaction really put us first.""",http://www.everyinteraction.com/,https://clutch.co/profile/every-interaction
Waker,Product Design,Top-Rated American Software and UX Design,4.9,19 REVIEWS,No,"$5,000+",$100 - $149 / hr,10 - 49,"Columbus, OH","Product Design,Custom Software Development,Mobile App Development,UX/UI Design,Web Development","20,20,20,20,20",“They do exactly what we ask and more.”,http://www.waker.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/waker
Standard Beagle Studio,Product Design,Successful products shouldn't be left to chance,5.0,12 REVIEWS,No,"$25,000+",$100 - $149 / hr,2 - 9,"Austin, TX","Product Design,UX/UI Design,Custom Software Development,Web Development","20,50,15,15","""They were great listeners, which I think helped us get to an excellent final product.""",https://standardbeagle.com/,https://clutch.co/profile/standard-beagle-studio
69pixels,Product Design,Experienced designers for enterprises and startups,5.0,32 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Kraków, Poland","Product Design,UX/UI Design,Web Design","10,50,40","""They’re knocking research jobs and challenging tasks out of the park!""",http://69pixels.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/69pixels
11thAgency,Product Design,"UI & UX, Branding and Development under one roof.",5.0,11 REVIEWS,No,"$1,000+",$25 - $49 / hr,10 - 49,"Austin, TX","Product Design,Branding,UX/UI Design,Web Design,Web Development","20,20,20,20,20","""The team was very professional and hardworking.""",http://11thagency.com/,https://clutch.co/profile/11thagency
Despark,Product Design,We create human-first digital products,4.7,13 REVIEWS,No,"$25,000+",$100 - $149 / hr,10 - 49,"London, United Kingdom","Product Design,UX/UI Design,Mobile App Development,Web Development,Branding","15,30,25,25,5","""Their communication is easy and things get done quickly and without much struggle/miscommunication.""",https://despark.com/,https://clutch.co/profile/despark
Lumi Design,Product Design,Design that drives growth.,4.9,11 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"Edinburgh, United Kingdom","Product Design,UX/UI Design,Web Design,Branding,Content Marketing,Marketing Strategy","30,30,20,10,5,5","""They were focused on identifying our true pain points and delivering targeted solutions that make an impact.""",https://www.lumi.design/,https://clutch.co/profile/lumi-design
pitangoUX,Product Design,Experience Success,4.6,7 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"New York, NY","Product Design,UX/UI Design","80,20","""Overall, a top-notch UX/UI design company.""",https://www.pitangoux.com/,https://clutch.co/profile/pitangoux
Criador Labs,Product Design,Design | Engineering | Prototyping | IoT,4.8,6 REVIEWS,No,Undisclosed,$50 - $99 / hr,10 - 49,"Bengaluru, India","Product Design,IoT Development,Branding,Contract Manufacturing,Mobile App Development,Packaging Design,UX/UI Design,Web Design,Web Development","50,15,5,5,5,5,5,5,5","""We were impressed with the commitment they showcased by treating our requirements as more than just a regular job.""",https://www.criadorlabs.com/,https://clutch.co/profile/criador-labs
Funsize,Product Design,Future-forward design through diverse perspectives,5.0,10 REVIEWS,No,"$10,000+",$150 - $199 / hr,10 - 49,"Austin, TX","Product Design,UX/UI Design,Mobile App Development,Web Development,Web Design","30,30,15,15,10",“It was great to work with talented local people that we could count on.”,https://www.funsize.co/,https://clutch.co/profile/funsize
Depo Studio,Product Design,Award-winning Webflow & Web Design Studio,5.0,11 REVIEWS,No,"$5,000+",$50 - $99 / hr,2 - 9,"Kyiv, Ukraine","Product Design,Web Development,Web Design,E-Commerce Development,UX/UI Design","10,40,30,10,10","""They exceeded my expectations by flawlessly executing my requests.""",https://www.depo.studio/lets-create/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/depo-studio
Motka Design Studio,Product Design,Empathic design solutions,5.0,6 REVIEWS,No,"$10,000+",$100 - $149 / hr,10 - 49,"Ljubljana, Slovenia","Product Design,UX/UI Design,Branding,Web Design,Graphic Design,Logo","25,30,15,15,10,5","“We were able to raise our funding, and our user adoption has been increasing.”",https://www.motka.design/,https://clutch.co/profile/motka-design-studio
Zade Agency,Product Design,Scaling startups with integrated development teams,4.9,10 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"L'viv, Ukraine","Product Design,Web Development","20,80","""The collaborative approach resulted in a successful partnership and an outstanding final product.""",https://www.zade.agency/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/zade-agency
The Design Laboratory,Product Design,We tell stories through design.,4.9,18 REVIEWS,No,"$5,000+",$150 - $199 / hr,2 - 9,"London, United Kingdom","Product Design,Branding,Web Design,UX/UI Design,Web Development","10,30,25,20,15","""They had a very clear project management, communication, and onboarding process for us as a new client.""",https://www.designlaboratory.co.uk/contact/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/design-laboratory
SOFTSQUARE LLC,Product Design,We Turn Ideas Into Revolutionary Products,5.0,12 REVIEWS,No,"$10,000+",$25 - $49 / hr,10 - 49,"Aurora, IL","Product Design,Web Design,UX/UI Design,Web Development,Mobile App Development","20,30,20,20,10",''They provide proactive suggestions for improvement.'',https://softsquare.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/softsquare
Limeup,Product Design,Award Winning UX/UI Design Agency,5.0,11 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"London, United Kingdom","Product Design,UX/UI Design,Custom Software Development,Web Design","15,50,20,15","""After testing them with the initial research questions, I had no doubts about their capability to deliver.""",https://limeup.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/limeup
Relevant Software,Product Design,200+ Custom Web/Mobile Apps Built,4.9,27 REVIEWS,No,"$50,000+",$50 - $99 / hr,50 - 249,"Lviv, Ukraine","Product Design,Custom Software Development,Mobile App Development,Web Development,IoT Development,UX/UI Design","10,30,20,20,10,10","""Their team consists of skilled and goal-oriented people who provide resources and offer comprehensive solutions.""",https://relevant.software/,https://clutch.co/profile/relevant-software
ff.next,Product Design,Digital design & development agency,5.0,3 REVIEWS,No,"$1,000+",$50 - $99 / hr,10 - 49,"Budapest, Hungary","Product Design,Mobile App Development,UX/UI Design,Web Design,Custom Software Development,Web Development","10,25,20,20,15,10","""Their flexibility, IT knowledge, and speed were impressive."" """,https://www.ffnext.io/,https://clutch.co/profile/ffnext
CANOPY Management,Product Design,The Industry Standard in Amazon Management.,4.9,27 REVIEWS,No,"$1,000+",$150 - $199 / hr,50 - 249,"Austin, TX","Product Design,Pay Per Click,Marketing Strategy,Conversion Optimization,Market Research,Search Engine Optimization","10,40,20,10,10,10","""They are just impressive in every aspect, from the overall achievement of goals to excellent communication.""",https://canopymanagement.com/,https://clutch.co/profile/canopy-management
"OtherLeft, LLC",Product Design,Strategic design drives digital innovation,5.0,4 REVIEWS,No,"$10,000+",$100 - $149 / hr,10 - 49,"Nashville, TN","Product Design,Graphic Design,UX/UI Design,AI Development,AR/VR Development,Application Management & Support,Architectural Design,Custom Software Development,Enterprise App Modernization,IT Strategy Consulting,Logo,Mobile App Development,Web Design,Web Development","25,10,10,5,5,5,5,5,5,5,5,5,5,5","""They took ownership of the project.""",https://otherleft.io/,https://clutch.co/profile/otherleft
Minimal Studio,Product Design,We craft simple yet powerful solutions,4.9,5 REVIEWS,No,"$10,000+",$100 - $149 / hr,10 - 49,"Yasne, Ukraine","Product Design,Blockchain,UX/UI Design,Web Development","25,30,25,20","""Minimal Studio takes a short project brief and quickly works up an MVP that we can iterate on together.""",https://min.studio/,https://clutch.co/profile/minimal-studio-0
O0 Design,Product Design,Design lab researching transformation of signals.,4.8,6 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Walnut, CA","Product Design,Branding,UX/UI Design,Video Production","20,30,30,20","""They had a clear sense of how to get us across the finish line and took the right approach."" """,http://ozero.design/,https://clutch.co/profile/o0-design
McKnight Media,Product Design,Product design for professional software,5.0,5 REVIEWS,No,"$5,000+",$50 - $99 / hr,2 - 9,"Zagreb, Croatia","Product Design,UX/UI Design,Digital Strategy,Graphic Design,IT Staff Augmentation,IT Strategy Consulting,Web Design","35,15,10,10,10,10,10",“I can rely on everyone from McKnight Media.”,http://www.mcknightmedia.co/,https://clutch.co/profile/mcknight-media
The First The Last,Product Design,A cutting-edge digital agency,4.9,9 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"Marina del Rey, CA","Product Design,UX/UI Design,Web Development,Graphic Design","10,50,30,10","""They kept expanding and changing the game with their DESIGN!!""",https://thefirstthelast.agency/,https://clutch.co/profile/first-last
MOHARA,Product Design,Pioneering Together.,5.0,4 REVIEWS,No,"$10,000+",$25 - $49 / hr,50 - 249,"London, United Kingdom","Product Design,Web Development,Mobile App Development,Application Testing,AR/VR Development","15,40,25,15,5","""We like the human side of tech development.""",https://mohara.co/,https://clutch.co/profile/mohara
30Hills,Product Design,Digital product studio,5.0,1 REVIEW,No,"$25,000+",$50 - $99 / hr,10 - 49,"Beograd, Serbia","Product Design,Custom Software Development,Mobile App Development,UX/UI Design,Web Development,Application Testing,Business Consulting,IT Strategy Consulting,Other Application Development,Web Design","20,20,15,10,10,5,5,5,5,5",“They bring a lot of unexpected high-end value to the project.”,https://30hills.com/,https://clutch.co/profile/30hills
Blott Studio,Product Design,We Design and Develop Flagship Fintech Products,4.8,10 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"London, United Kingdom","Product Design,Mobile App Development,UX/UI Design,AI Development,Web Development,Blockchain","20,20,20,15,15,10","""They always checked in on us to ensure everything was okay and resolve any issues before they became a problem.""",https://blott.studio/,https://clutch.co/profile/blott-studio
Studio Software,Product Design,Build your application with top #software company,5.0,18 REVIEWS,No,"$25,000+",$50 - $99 / hr,50 - 249,"Wrocław, Poland","Product Design,Web Development,Custom Software Development,IT Strategy Consulting,Mobile App Development","10,60,10,10,10","""It is most impressive how they helped us translate business requirements into technical ones. They did it perfectly.""",https://studiosoftware.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/studio-software
Superskrypt,Product Design,The web is design made digital,4.8,6 REVIEWS,No,"$10,000+",$25 - $49 / hr,10 - 49,"Warszawa, Poland","Product Design,Web Development,Branding,E-Commerce Development,UX/UI Design,Web Design","10,40,20,10,10,10","""Their creativity is amazing!""",https://superskrypt.pl/,https://clutch.co/profile/superskrypt
Mouse & Cheese,Product Design,Let's Test More Ideas Together,4.7,5 REVIEWS,No,"$5,000+",$100 - $149 / hr,10 - 49,"Noida, India","Product Design,UX/UI Design,Branding","40,40,20","""Their team is professional, knowledgeable, and passionate about helping their clients succeed.""",https://mousencheese.design/,https://clutch.co/profile/mouse-cheese
MyPlanet Design,Product Design,Digital design & software agency that works.,5.0,3 REVIEWS,No,"$1,000+",$25 - $49 / hr,2 - 9,"L'viv, Ukraine","Product Design,UX/UI Design,Web Development,Mobile App Development","40,40,15,5","""Their efforts to truly understand the product is impressive.""",https://myplanet.design/,https://clutch.co/profile/myplanet-design
Clarke,Product Design,We clarify big ideas with beautiful visuals.,5.0,11 REVIEWS,No,"$25,000+",$150 - $199 / hr,10 - 49,"New York, NY","Product Design,Graphic Design,Branding,UX/UI Design,Web Design","10,40,30,10,10","""The presentation of their work has been thoughtful.""",https://www.helloclarke.com/,https://clutch.co/profile/clarke-0
Zensite,Product Design,Designing for massive scale,4.8,6 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Subang Jaya, Malaysia","Product Design,UX/UI Design,Web Design,Blockchain,Branding,Digital Strategy,Enterprise App Modernization,Mobile App Development,Web Development","10,15,15,10,10,10,10,10,10","""They always seem to have a brilliant design solution for things that floored us in the past.""",https://zensite.co/,https://clutch.co/profile/zensite
Hakuna,Product Design,Digital Solutions for Startups,5.0,3 REVIEWS,No,"$5,000+",$25 - $49 / hr,50 - 249,"Buenos Aires, Argentina","Product Design,Branding,UX/UI Design,Web Development,Graphic Design","25,25,25,15,10","""It should go without saying that the project's end result was high-quality and absolutely met my high expectations.""",http://studiohakuna.com/,https://clutch.co/profile/hakuna
TheRoom,Product Design,UI/UX design boutuique,4.9,18 REVIEWS,No,"$1,000+",$50 - $99 / hr,10 - 49,"Kharkiv, Ukraine","Product Design,UX/UI Design,Web Design,Graphic Design,Logo","30,30,20,10,10","""What impressed me the most was their ability to seamlessly combine aesthetics with functionality.""",https://theroom.boutique/,https://clutch.co/profile/theroom
CodeTheorem,Product Design,We manifest what you aspire for,5.0,2 REVIEWS,No,"$1,000+",$25 - $49 / hr,10 - 49,"Ahmedabad, India","Product Design,UX/UI Design","30,70","""Thank you for such doing such a commendable job and providing us a great & beautiful design for our product.""",https://codetheorem.co/,https://clutch.co/profile/codetheorem
ENOSTA,Product Design,A Product Acceleration Company,4.8,6 REVIEWS,No,"$1,000+",Undisclosed,50 - 249,"Da Nang, Vietnam","Product Design,Custom Software Development,Mobile App Development,Web Development,Branding","30,30,20,15,5","""During this process, I really appreciate how flexible and willing to change Enosta is.""",https://enosta.com/?utm_source=clutch&utm_medium=referral-clutch,https://clutch.co/profile/enosta
Perspective Unity Ltd.,Product Design,Product & Software development partner,4.9,7 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Sofia, Bulgaria","Product Design,Custom Software Development,Digital Strategy,UX/UI Design,Mobile App Development,Web Development","15,35,15,15,10,10",“The site has given us a good image; we have the latest trends and are pleased with Perspective Unity Ltd.'s work.”,https://perspectiveunity.com/,https://clutch.co/profile/perspective-unity
MOVA,Product Design,Digital Product & Web Design Agency,5.0,2 REVIEWS,No,"$10,000+",$150 - $199 / hr,10 - 49,"Coral Gables, FL","Product Design,UX/UI Design,Web Design,Web Development","30,30,30,10","""We were impressed with their ability to take an idea from concept to a fully fleshed out idea.""",https://mova.design/,https://clutch.co/profile/mova
AMC TECH,Product Design,High performance end-to-end product development,5.0,15 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"Kraków, Poland","Product Design,IoT Development,Custom Software Development,Web Development,Mobile App Development,Wearable App Development","20,25,20,15,10,10","""I’m very satisfied with their services.""",http://www.amctech.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/amc-tech
Cretos,Product Design,Design agency that adds value to digital products,4.9,7 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Yerevan, Armenia","Product Design,UX/UI Design,Web Design,Graphic Design,Logo","25,30,25,10,10","""They created magic in terms of design, which was exciting.""",https://cretos.design/,https://clutch.co/profile/cretos-0
Seeley Designworks,Product Design,Design . Innovation . Research . Branding,4.8,3 REVIEWS,No,"$5,000+",$200 - $300 / hr,2 - 9,"South Haven, MI","Product Design,Branding,Business Consulting,Other Design,Packaging Design,Print Design,UX/UI Design","50,15,15,5,5,5,5","""His ability to digest large amounts of information and present them in an organized way was incredibly impressive.""",http://www.seeleydesignworks.com/,https://clutch.co/profile/seeley-designworks
Outdesign Co.,Product Design,Physical Product Design & Development Services,5.0,1 REVIEW,No,"$5,000+",$50 - $99 / hr,2 - 9,"Delhi, NCR Region, India","Product Design,Contract Manufacturing,Packaging Design","80,10,10","""Outside of being a very professional team with talented engineers and great customer service, they’re very personable.""",http://www.outdesign.co/,https://clutch.co/profile/outdesign-co
Catalyst UX,Product Design,"The UX Leader in Medical, Life Science, & FinTech",4.9,13 REVIEWS,No,"$25,000+",Undisclosed,10 - 49,"San Mateo, CA","Product Design,Custom Software Development,Mobile App Development,UX/UI Design","10,30,30,30",“They provided a lot of recommendations; they didn’t just tell us how we should do things.”,https://catalystux.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/catalyst-ux
"Tech Foundry, LLC",Product Design,Delivering tech products to enhance business value,5.0,2 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"Alexandria, VA","Product Design,Web Development,Custom Software Development,Mobile App Development","30,40,20,10","""Tech Foundry, LLC's personable touch is impressive.""",https://techfoundry.dev/,https://clutch.co/profile/tech-foundry
Cult of Coders,Product Design,ROCK SOLID. SOUL TOUCHING.,4.7,12 REVIEWS,No,"$1,000+",$25 - $49 / hr,10 - 49,"Iași, Romania","Product Design,Mobile App Development,Web Development,Custom Software Development,E-Commerce Development,IT Staff Augmentation","15,20,20,15,15,15","""We were impressed with the diversity of the staff and the efficiency of delivery without missing any details.""",https://www.cultofcoders.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/cult-coders
LoopStudio,Product Design,Your perfect software development partner,5.0,12 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"Montevideo, Uruguay","Product Design,Custom Software Development,UX/UI Design,Web Development,Blockchain,IT Staff Augmentation,Mobile App Development,Web Design","10,20,15,15,10,10,10,10","""LoopStudio has taken our vision and brought it to life. They’re genuinely committed to fulfilling our needs.""",https://loopstudio.dev/,https://clutch.co/profile/loopstudio
SolveMind,Product Design,"YOUR IDEA, OUR EXPERTISE, PERFECT SOLUTION",5.0,5 REVIEWS,No,"$25,000+",$50 - $99 / hr,50 - 249,"New York, NY","Product Design,IT Staff Augmentation,Custom Software Development,IT Strategy Consulting,UX/UI Design","15,40,15,15,15","""They're fantastic in all areas.""",https://www.solvemind.io/,https://clutch.co/profile/solvemind
3D TECH,Product Design,Providing high quality 3D services,5.0,1 REVIEW,No,"$1,000+",$25 - $49 / hr,10 - 49,"Lviv, Ukraine","Product Design,Contract Manufacturing","70,30","""The feedback from my side is great — I’ve enjoyed working with them.""",https://addtive.com.ua/,https://clutch.co/profile/3d-tech
Avail Creative,Product Design,Physical Product Design for Brands & Creators,5.0,1 REVIEW,No,"$1,000+",$50 - $99 / hr,2 - 9,"Golden, CO","Product Design,Branding,Business Consulting,Market Research,Marketing Strategy,Packaging Design,Product Marketing","70,5,5,5,5,5,5","""They've been doing an exceptional job.""",https://www.availcreative.co/,https://clutch.co/profile/avail-creative
Nessa,Product Design,We design & build software for eCommerce brands.,4.8,5 REVIEWS,No,"$75,000+",$150 - $199 / hr,2 - 9,"New York, NY","Product Design,UX/UI Design,E-Commerce Development,Web Design","20,30,25,25","""It was a pleasure working with them.""",https://nessalab.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/nessa
BB8 Studio,Product Design,Digital Experience Studio,4.9,8 REVIEWS,No,"$10,000+",$50 - $99 / hr,2 - 9,"Warszawa, Poland","Product Design,UX/UI Design,Web Design","30,50,20","""The people are great to work with. They are knowledgeable and willing to challenge the client when needed.""",http://bb8.pl/,https://clutch.co/profile/bb8-studio
Mobee Dick,Product Design,Mobee Dick,5.0,12 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Katowice, Poland","Product Design,Digital Strategy,UX/UI Design,Graphic Design,Web Design,Conversion Optimization,Web Development","20,20,20,13,13,8,6","""They challenged me and navigated to design the best research.""",http://mobeedick.com/,https://clutch.co/profile/mobee-dick
TEQZO Consulting,Product Design,We are Solution First.,4.8,3 REVIEWS,No,"$1,000+",$25 - $49 / hr,10 - 49,"Bengaluru, India",Product Design,100,"""They always try to come up with solutions.""",http://consulting.teqzo.com/,https://clutch.co/profile/teqzo-consulting
MVP Factory,Product Design,We build and scale digital products & ventures.,5.0,2 REVIEWS,No,"$50,000+",Undisclosed,50 - 249,"Berlin, Germany","Product Design,Custom Software Development,Mobile App Development,Web Development,E-Commerce Development,IT Strategy Consulting,UX/UI Design","10,20,20,20,10,10,10","""They conducted in-person meetings and visited our office often; It was wonderful having a strong and tangible…""",https://mvpfactory.co/,https://clutch.co/profile/mvp-factory
TrueNode,Product Design,We build products like ventures,5.0,6 REVIEWS,No,"$25,000+",Undisclosed,10 - 49,"Berlin, Germany","Product Design,Custom Software Development,E-Commerce Development,IT Staff Augmentation,Mobile App Development,Web Development","25,30,15,10,10,10","""We were really happy with the results of the project.""",https://truenode.co/,https://clutch.co/profile/truenode
Spoke Design Labs,Product Design,Designing products users fall in love with.,5.0,2 REVIEWS,No,"$10,000+",$100 - $149 / hr,10 - 49,"Bengaluru, India","Product Design,Business Consulting,UX/UI Design,Web Design","25,30,25,20","""They made sure everything was aligned and were accommodating of our timelines.""",https://www.spoke.design/,https://clutch.co/profile/spoke-design-labs
Mirumee Software,Product Design,We build unique products,4.7,8 REVIEWS,No,"$25,000+",$50 - $99 / hr,50 - 249,"Wrocław, Poland","Product Design,E-Commerce Development,Custom Software Development,Web Development","25,40,20,15",“I was most impressed with how they operated as an extension of our team.”,https://mirumee.com/,https://clutch.co/profile/mirumee-software
Versett,Product Design,Breakthroughs by design™,4.9,6 REVIEWS,No,"$50,000+",$200 - $300 / hr,50 - 249,"Toronto, Canada","Product Design,Custom Software Development,Business Consulting,Content Marketing,UX/UI Design","20,50,10,10,10","""Their willingness to truly understand our model deeply before they gave us any recommendation stood out.""",https://versett.com/clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/versett
Redbrix,Product Design,"SaaS UI/UX Design Agency: ERP, WMS, SCM, CRM, BI",5.0,9 REVIEWS,No,"$5,000+",$25 - $49 / hr,2 - 9,"Dnipro, Ukraine","Product Design,UX/UI Design,Branding","30,65,5","""The communication was regular, we did a lot of brainstorming throughout the whole project.""",https://redbrix.co/,https://clutch.co/profile/redbrix
InnoApps,Product Design,"Mobility, Web & Software Solutions/Services!",4.7,13 REVIEWS,No,"$25,000+",< $25 / hr,50 - 249,"Richmond, Australia","Product Design,IT Staff Augmentation,Mobile App Development,UX/UI Design,Web Development,Blockchain,Custom Software Development,AI Development,E-Commerce Development","10,15,15,15,15,10,10,5,5","""They were highly collaborative.""",https://www.innoapps.com/,https://clutch.co/profile/innoapps
Kingsmen Digital Ventures,Product Design,We build innovative technology.,5.0,1 REVIEW,No,"$10,000+",$150 - $199 / hr,10 - 49,"Irvine, CA","Product Design,Custom Software Development,Web Development,Mobile App Development,E-Commerce Development","15,40,25,15,5","""The software they created is leaps and bounds better than anything I’ve ever seen.""",https://www.kingsmendv.com/,https://clutch.co/profile/kingsmen-digital-ventures
VisionSeed,Product Design,Tailored Digital Transformation,5.0,4 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"Cluj-Napoca, Romania","Product Design,Business Consulting,Custom Software Development,IT Strategy Consulting,Mobile App Development,Web Development","50,10,10,10,10,10","""VisionSeed's team was really supportive, and they have an integrated management system.""",https://visionseed.io/,https://clutch.co/profile/visionseed
Two Words Design,Product Design,UI UX Design for Faster Business Value.,4.9,10 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Mumbai, India","Product Design,UX/UI Design,Web Design,Web Development","35,35,20,10","""The team's UI/UX designers were very skilled.""",https://www.twowords.io/,https://clutch.co/profile/two-words-design
Crafted,Product Design,Product Development Consultancy,4.9,4 REVIEWS,No,"$75,000+",$200 - $300 / hr,10 - 49,"Denver, CO","Product Design,Custom Software Development,Enterprise App Modernization,Mobile App Development,UX/UI Design,Web Development","15,25,15,15,15,15","""They embedded themselves within the company to drive process improvement.""",https://www.crafted.solutions/,https://clutch.co/profile/crafted-0
Dosenyo Inc,Product Design,Inspire Humanity through Design,4.8,3 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Makati, Philippines","Product Design,Graphic Design,Packaging Design","90,5,5",“We can trust them to run with the idea without veering too far away from our vision.”,https://www.dosenyo.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/dosenyo
