Name,Type of Agency,Tagline,Ratings,Reviews,Sponsor,MinProjectSize,HourlyRate,TeamSize,Location,ServiceNames,ServicePercentages,Feedback,WebsiteLink,ClutchDirectoryLink
Rooland,Packaging Design,Excellence in design & sustainable packaging,5.0,1 REVIEW,No,"$5,000+",$100 - $149 / hr,10 - 49,"North Wollongong, Australia","Packaging Design,Branding,Web Design,Graphic Design,Logo,E-Commerce Development","25,35,15,10,10,5","""It was a great experience for us.""",https://www.rooland.com/,https://clutch.co/profile/rooland
MSLK Design,Packaging Design,Branding Beauty with Brains.,5.0,1 REVIEW,No,"$25,000+",Undisclosed,10 - 49,"Queens, NY","Packaging Design,Branding,Graphic Design,Digital Strategy,Search Engine Optimization,Web Design","15,20,20,15,15,15","""Sheri’s very passionate about delivering good design that successfully meets the objectives.""",http://mslk.com/,https://clutch.co/profile/mslk-design
TurnUs,Packaging Design,Strategy-Driven Design,5.0,1 REVIEW,No,"$5,000+",$25 - $49 / hr,2 - 9,"Wrocław, Poland","Packaging Design,Branding,Graphic Design,Web Design,Logo,Print Design,Product Design,UX/UI Design","10,50,10,10,5,5,5,5","""We got a refreshed, modern, and coherent brand identity.""",https://www.turnus.studio/,https://clutch.co/profile/turnus
Marc Posch + Partner,Packaging Design,Think dangerously. Act resonsibly.,5.0,2 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Los Angeles, CA","Packaging Design,Branding,Marketing Strategy,Social Media Marketing,Web Design","10,60,10,10,10","""He has a very clear idea of what he thinks is appropriate, but is also open to suggestions.""",http://www.marcposchdesign.com/,https://clutch.co/profile/marc-posch-partner
Nyker,Packaging Design,Generating value through exceptional innovation,4.8,3 REVIEWS,No,"$5,000+",Undisclosed,2 - 9,"Hove, United Kingdom","Packaging Design,Product Design,Business Consulting","10,80,10","""The most impressive thing about Nyker is the solution they came up with for our product.""",https://www.nykerdesign.com/,https://clutch.co/profile/nyker
Ozan Karakoc Design Studio,Packaging Design,Your Design Partner,5.0,1 REVIEW,No,"$1,000+",Undisclosed,2 - 9,"Los Angeles, CA","Packaging Design,Branding,Logo,Graphic Design,Print Design,UX/UI Design,Web Design","10,20,20,15,15,15,5","""They’re very responsive, on top of details, and set aggressive timelines which they meet.""",http://www.ozankarakoc.com/,https://clutch.co/profile/ozan-karakoc-design-studio
Branding Los Angeles,Packaging Design,Marketing That Will Make An Impression For Life,4.8,2 REVIEWS,No,"$5,000+",$100 - $149 / hr,10 - 49,"Los Angeles, CA","Packaging Design,Digital Strategy,Graphic Design,Logo,Print Design,Web Design,Web Development,Branding,Email Marketing,Market Research,Media Planning & Buying,Search Engine Optimization,Social Media Marketing","10,10,10,10,10,10,10,5,5,5,5,5,5","""They’re willing to be my partner in achieving my goals for my company.""",https://www.brandinglosangeles.com/,https://clutch.co/profile/branding-los-angeles
Cross Graphic Ideas,Packaging Design,Your Digital Design Support Partner,4.9,8 REVIEWS,No,"$1,000+",< $25 / hr,10 - 49,"JAIPUR, India","Packaging Design,Logo,Web Design,Search Engine Optimization,Branding,Social Media Marketing","10,25,25,20,15,5","""The designs from Crossgraphics have always been stellar.""",https://www.crossgraphicideas.com/,https://clutch.co/profile/cross-graphic-ideas
Lazaris,Packaging Design,An independent brand design studio.,5.0,2 REVIEWS,No,"$10,000+",Undisclosed,2 - 9,"Portland, OR","Packaging Design,Branding,Graphic Design,Logo,Other Design,Corporate Photography,Interior Design,Print Design,UX/UI Design,Web Design","15,30,10,10,10,5,5,5,5,5","""If you expect him to do one thing, he’s going to do three things. He’s never not met expectations."" """,https://www.wearelazaris.com/,https://clutch.co/profile/lazaris
Identity Makers - Brand Naming Agency,Packaging Design,"Identity Makers, Because Identity matters!",4.8,2 REVIEWS,No,"$1,000+",$25 - $49 / hr,10 - 49,"Norman, OK","Packaging Design,Logo,Branding","25,50,25","""Everyone has liked Chordya’s work. We’re very happy.""",https://identitymakers.co/,https://clutch.co/profile/identity-makers-brand-naming-agency
The Colorado Branding Agency,Packaging Design,We Build Innovative Creative Brands w/ Purpose!,5.0,30 REVIEWS,No,"$1,000+",$150 - $199 / hr,10 - 49,"Denver, CO","Packaging Design,Advertising,Branding,Business Consulting,CRM Consulting and SI,Digital Strategy,Graphic Design,Logo,Marketing Strategy,Print Design","10,10,10,10,10,10,10,10,10,10","""They communicate clearly and thoroughly which facilitates collaboration.""",http://www.thecoloradobrandingagency.com/,https://clutch.co/profile/colorado-branding-agency
KindTyme,Packaging Design,Your Digital Buds,4.9,5 REVIEWS,No,"$1,000+",$50 - $99 / hr,2 - 9,"Portland, OR","Packaging Design,Branding,Web Design,Graphic Design,Logo,Video Production,Search Engine Optimization,Social Media Marketing","20,20,20,10,10,10,5,5","""Their team’s creativity helped us stand out.""",https://kindtyme.com/,https://clutch.co/profile/kindtyme
Belka Studio,Packaging Design,"Branding, UI/UX, Advertising, 3D and Motion Design",5.0,5 REVIEWS,No,Undisclosed,$25 - $49 / hr,10 - 49,"Ramat Gan, Israel","Packaging Design,UX/UI Design,Branding,Graphic Design,Print Design,Video Production","10,30,20,20,10,10","""Sending potential clients to my new site has truly raised the bar.""",https://www.belkastudio.com/,https://clutch.co/profile/belka-studio
Senso Creative,Packaging Design,Senso creative packaging design,5.0,1 REVIEW,No,"$1,000+",$50 - $99 / hr,2 - 9,"Beograd, Serbia","Packaging Design,Graphic Design,Print Design,Logo,Web Design","40,20,20,10,10","Senso creative communication is an agency dedicated to developing creative and unique marketing communications for its clients.
Our flexible and professional team of specialists from various…",https://sensocreative.com/,https://clutch.co/profile/senso-creative
TreeFruit,Packaging Design,Marketing Supporter for Small and Medium Business,4.8,5 REVIEWS,No,"$1,000+",< $25 / hr,250 - 999,"Ning Bo Shi, China","Packaging Design,AR/VR Development,Video Production,Graphic Design,UX/UI Design","10,30,30,20,10","""They were always efficient and punctual.""",https://www.treefruit.cn/,https://clutch.co/profile/treefruit
TPH Global Solutions,Packaging Design,Maximize your odds of success with retail buyers,5.0,1 REVIEW,No,"$5,000+",$100 - $149 / hr,10 - 49,"Chicago, IL","Packaging Design,Contract Manufacturing,Logistics & Supply Chain Consulting,Fulfillment","50,20,20,10","""Their industry experience with all major retailers was impressive in the workflow.""",https://www.tphinc.com/,https://clutch.co/profile/tph-global-solutions
Nirakaar Branding Studio,Packaging Design,Let's shape your brand's vision together.,4.9,5 REVIEWS,No,"$1,000+",$25 - $49 / hr,2 - 9,"India, India","Packaging Design,Branding,Social Media Marketing,Graphic Design,Web Design,Web Development","20,35,15,10,10,10","""They had world-class design aesthetics, and they delivered to us what most companies failed to even comprehend.""",http://nirakaar.com//?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/nirakaar-branding-studio
Lion Creative,Packaging Design,"""A super agile, efficient and focused agency""",5.0,1 REVIEW,No,Undisclosed,$100 - $149 / hr,10 - 49,"Hampton Hill, United Kingdom","Packaging Design,Branding,Event Marketing & Planning,Graphic Design,Logo,Other Design,Other Marketing,Print Design,Video Production,Web Design","10,10,10,10,10,10,10,10,10,10","""Their communication, friendliness, and organization are impressive.""",https://lioncreative.co.uk/,https://clutch.co/profile/lion-creative-0
NiceDay,Packaging Design,We build relationships betweeen humans and brands.,5.0,7 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Charlotte, NC","Packaging Design,Branding,Content Marketing,Social Media Marketing,Web Design,Marketing Strategy,Graphic Design","15,25,15,15,15,10,5","""We were impressed by how well they collaborated and listened.""",http://www.nicedayahead.com/,https://clutch.co/profile/niceday
Six Degrees LA,Packaging Design,Branding and Marketing Agency,5.0,4 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"Los Angeles, CA","Packaging Design,Branding,Logo,Marketing Strategy,Print Design,Social Media Marketing","10,30,20,20,10,10","""They’re timely, they're professional, and they’re very good at design.""",http://sixdegreesla.com/,https://clutch.co/profile/six-degrees-la
LF agency,Packaging Design,Branding | Web Design | UI/UX,4.9,9 REVIEWS,No,"$1,000+",$25 - $49 / hr,2 - 9,"Kyiv, Ukraine","Packaging Design,Branding,UX/UI Design,Web Design,Web Development","10,40,20,20,10","""They delivered high-quality work as promised.""",https://lf.agency/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/lf-agency
Molto Bureau,Packaging Design,Simple design for big stories.,5.0,3 REVIEWS,No,"$5,000+",$25 - $49 / hr,2 - 9,"Kyiv, Ukraine","Packaging Design,Branding,Web Design","10,80,10","""They provided us with great solutions that met our expectations.""",https://moltobureau.com/,https://clutch.co/profile/molto-bureau
911ADV _ Advertising Rescue Service,Packaging Design,Advertising Rescue Service,4.9,4 REVIEWS,No,"$1,000+",$50 - $99 / hr,10 - 49,"Kyiv, Ukraine","Packaging Design,Advertising,Branding,Web Development,Graphic Design,Logo,Print Design,Web Design,Product Design","10,15,15,15,10,10,10,10,5","""Their contributions significantly supported our event participation. Their performance was commendable.""",http://911adv.com/en/index.html,https://clutch.co/profile/911adv-advertising-rescue-service
Flat 6 Concepts,Packaging Design,Experts in Visual Communication.,5.0,12 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Beverly Hills, CA","Packaging Design,Branding,Web Design,Graphic Design","10,60,20,10","""Christos' style and eye for detail were impressive.""",http://www.flat6concepts.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/flat-6-concepts
Coba & associates,Packaging Design,Making Brands,5.0,1 REVIEW,No,"$5,000+",$50 - $99 / hr,10 - 49,"Beograd, Serbia","Packaging Design,Branding,Marketing Strategy,Social Media Marketing,Web Design","10,65,10,10,5","""Their creative ideas, unique approach, and dedication were impressive.""",https://www.cobaassociates.com/,https://clutch.co/profile/coba-associates
"MOCK, the agency",Packaging Design,"Advertising and Marketing in Atlanta, Georgia",5.0,1 REVIEW,No,"$10,000+",$150 - $199 / hr,2 - 9,"Atlanta, GA","Packaging Design,Advertising,Branding,Web Design,Video Production,Logo","10,30,30,15,10,5",“They understand what we're trying to accomplish ... I've been extremely satisfied.”,http://www.mocktheagency.com/,https://clutch.co/profile/mock-agency
GB Pro,Packaging Design,"Hi, we're GB Pro & this is our profile.",5.0,10 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Clinton, WA","Packaging Design,Branding,Web Design","20,40,40","“They make wonderful suggestions, and we have a lot of faith in their ideas.”",https://www.gbpro.net/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/gb-pro
HEADQUARTERS,Packaging Design,Form + Function = ♥,5.0,1 REVIEW,No,"$5,000+",$150 - $199 / hr,2 - 9,"Seattle, WA","Packaging Design,Branding,Graphic Design,Logo,Market Research,Marketing Strategy,Print Design","30,30,20,5,5,5,5","""Before their design work, our products required a high degree of touch to explain because they were unique offerings.""",http://headquarters.studio/,https://clutch.co/profile/headquarters
Tielemans Design,Packaging Design,Logo and Branding Design,5.0,4 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Henderson, NV","Packaging Design,Logo,Graphic Design","25,50,25","""Their confidence and professionalism were exceptional.""",http://www.tielemansdesign.com/,https://clutch.co/profile/tielemans-design
Kindly Made Studio,Packaging Design,Brand packaging design for plant-based food brands,4.0,1 REVIEW,No,"$10,000+",$100 - $149 / hr,2 - 9,"Amsterdam, Netherlands","Packaging Design,Branding","50,50","We're here to help plant-based food brands to succeed in the marketplace.
A vocation for design is at our very core. A zen approach to business and a sense of fun, these are the perfect ingredients…",https://www.kindlymade.studio/,https://clutch.co/profile/kindly-made-studio
DODO Design Agency,Packaging Design,"Design, Strategy and Innovation Firm",5.0,2 REVIEWS,No,"$5,000+",$25 - $49 / hr,2 - 9,"Lagos, Nigeria","Packaging Design,UX/UI Design,Web Development,Branding,Product Design,Graphic Design","10,25,25,15,15,10","""Communication was timely and deadlines were met.""",http://www.dodo.ng/,https://clutch.co/profile/dodo-design-agency
Linnikov Agency,Packaging Design,Help companies grow their business with branding,5.0,12 REVIEWS,No,"$25,000+",$200 - $300 / hr,10 - 49,"Denton, TX","Packaging Design,Branding,Graphic Design,Logo,Print Design,Product Design,Web Design,Web Development","10,30,10,10,10,10,10,10","""They met expectation each time.""",https://linnikov.agency/,https://clutch.co/profile/linnikov-agency
Popskull,Packaging Design,Advertising rooted in the Common Ground,5.0,4 REVIEWS,No,"$5,000+",$150 - $199 / hr,2 - 9,"Chicago, IL","Packaging Design,Advertising,Social Media Marketing,Pay Per Click,Branding","10,40,25,15,10","""They respond quickly, listen carefully, consult thoughtfully, and never fail to produce impactful results.""",http://popskullchicago.com/,https://clutch.co/profile/popskull
Disruptive,Packaging Design,"We think Design, and feel Strategy",5.0,3 REVIEWS,No,"$10,000+",$50 - $99 / hr,2 - 9,"Buenos Aires, Argentina","Packaging Design,Branding,Graphic Design,UX/UI Design","25,25,25,25","""They completely exceeded my expectations, which is usually difficult to achieve.""",https://disruptivebrand.io/,https://clutch.co/profile/disruptive-0
Kulturarynku,Packaging Design,Creative brand agency focused on food sector,5.0,1 REVIEW,No,"$5,000+",$50 - $99 / hr,2 - 9,"Kyiv, Ukraine","Packaging Design,Branding,Marketing Strategy,Advertising,Graphic Design,Market Research,Web Design","25,35,20,5,5,5,5","“They developed an easy brand system, which helped us develop our brand easier.”",https://www.kulturarynku.com/,https://clutch.co/profile/kulturarynku
Digital Ego,Packaging Design,Expand into the Future.,5.0,3 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"Groningen, Netherlands","Packaging Design,Branding,Conversion Optimization,Market Research,Marketing Strategy,Product Design,UX/UI Design,AR/VR Development,Blockchain,Mobile App Development,Web Development","10,20,10,10,10,10,10,5,5,5,5","""They assumed the role of a trusted advisor and were happy to guide us through the process to achieve the…""",https://digitalego.nl/,https://clutch.co/profile/digital-ego
Designed.co,Packaging Design,Design & Creative Agency,4.9,17 REVIEWS,No,"$1,000+",< $25 / hr,10 - 49,"Miami Beach, FL","Packaging Design,Graphic Design,Logo,Print Design","10,50,20,20","""They truly understood the nature of our company and how to present it more intriguingly to customers.""",https://www.designed.co/,https://clutch.co/profile/designedco
StarkSouk,Packaging Design,A JOURNEY TOWARDS GROWTH,4.9,7 REVIEWS,No,"$5,000+",$25 - $49 / hr,2 - 9,"Ahmedabad, India","Packaging Design,Branding,UX/UI Design,Web Design","15,40,30,15","""I saw the passion for executing their work amazingly, which was unique.""",https://starksouk.com/,https://clutch.co/profile/starksouk
DesignRepublic,Packaging Design,We offer Creativity that Sells,4.8,6 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Sint-Gillis, Belgium","Packaging Design,Branding,Graphic Design,Logo","30,30,25,15","""We were very happy with the results.""",http://www.designrepublic.be/,https://clutch.co/profile/designrepublic
SOLOMENKO DESIGN,Packaging Design,Illustration Driven Branding & Packaging Design,5.0,7 REVIEWS,No,"$1,000+",$25 - $49 / hr,Freelancer,"Dublin, Ireland","Packaging Design,Branding,Logo","30,40,30","""Darya over-delivered on her promises by finishing work packages earlier than we expected.""",https://www.solomenko.com/,https://clutch.co/profile/solomenko-design
Flight,Packaging Design,explore. create. build.,4.8,3 REVIEWS,No,"$5,000+",$150 - $199 / hr,2 - 9,"Santa Rosa, CA","Packaging Design,Branding,Web Design,Web Development,Mobile App Development","10,40,20,20,10","""They are very experienced and knowledgeable.""",http://www.flight.io/,https://clutch.co/profile/flight
"Ora Brand Strategy + Design, LLC",Packaging Design,Expert branding and snazzy designs.,5.0,4 REVIEWS,No,"$5,000+",Undisclosed,2 - 9,"Arlington, MA","Packaging Design,Branding,Web Design,Content Marketing,Logo,UX/UI Design,Email Marketing","20,20,20,15,10,10,5","""Their listening skills were amazing.""",http://brandora.design/,https://clutch.co/profile/ora-brand-strategy-design
Parentheses,Packaging Design,where ideas take shape,5.0,28 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Bengaluru, India","Packaging Design,Branding,UX/UI Design,Web Design","10,50,30,10","""They think about the brand environment holistically, not just a logo and aesthetics.""",https://sukkrishaadds.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-packaging-design,https://clutch.co/profile/parentheses
Estudio Albino,Packaging Design,Brand identity & packaging design studio.,5.0,5 REVIEWS,No,Undisclosed,Undisclosed,2 - 9,"Guadalajara, Mexico","Packaging Design,Branding","20,80","""They created products and designs that I would never have dreamed of!""",http://estudioalbino.com/,https://clutch.co/profile/estudio-albino
CityState Creative,Packaging Design,Creative Thinking and Doing,5.0,3 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"Brooklyn, NY","Packaging Design,Branding","50,50","""They make a great partner, they have the talent and a network of skilled experts.""",http://www.thecitystate.com/,https://clutch.co/profile/citystate-creative
Justin Jenkins Designs,Packaging Design,Branding the World. One Client at a Time.™,5.0,7 REVIEWS,No,"$1,000+",$50 - $99 / hr,2 - 9,"New York, NY","Packaging Design,Logo,Branding,Graphic Design,Web Design","10,35,20,20,15","""I am very impressed with his creative thinking and the way he grasps the concepts that I was trying to convey.""",https://justinjenkinsdesigns.net/,https://clutch.co/profile/justin-jenkins-designs
Brandifi,Packaging Design,"Get Brandified, with Brandifi",5.0,5 REVIEWS,No,"$10,000+",$150 - $199 / hr,10 - 49,"Atlanta, GA","Packaging Design,Logo,Web Design,Branding,Graphic Design","20,35,25,10,10","""Their design skill impresses me. Nicole has unique concepts for each of her clients. They always blow me away.""",https://www.imbrandified.com/,https://clutch.co/profile/brandifi
"NAVID MEDIA Creative & Digital Agency - Orange County & Los Angeles, CA",Packaging Design,WE POSITION YOUR BRAND FOR SUCCESS!,5.0,3 REVIEWS,No,Undisclosed,Undisclosed,10 - 49,"Los Angeles, CA","Packaging Design,Web Design,Web Development,Logo,Product Design,Search Engine Optimization,Email Marketing,Print Design","10,25,25,10,10,10,5,5","""I highly recommend them to anyone looking for a website designer in the Los Angeles area.""",https://navid-media.com/,https://clutch.co/profile/navid-media-creative-digital-agency-orange-county-los-angeles-ca
Acclame,Packaging Design,Remarkable design that captures your brand essence,5.0,3 REVIEWS,No,"$1,000+",$50 - $99 / hr,2 - 9,"Bucharest, Romania","Packaging Design,Branding,Print Design,Web Design","25,25,25,25","""I was more than happy with the results they delivered.""",https://www.acclame.ro/,https://clutch.co/profile/acclame
Bartley & Dick,Packaging Design,Get comfortable being BAD.,5.0,5 REVIEWS,No,"$25,000+",$150 - $199 / hr,10 - 49,"New York, NY","Packaging Design,Advertising,Branding,Event Marketing & Planning,Video Production,Web Design","10,30,30,10,10,10",“Bartley & Dick meets our needs thanks to their creativity and ability to address the objectives of this project.”,http://www.bartleyndick.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/bartley-dick-0
Sussner,Packaging Design,Brands Made Meaningful,5.0,1 REVIEW,No,"$25,000+",Undisclosed,2 - 9,"Minneapolis, MN","Packaging Design,Branding,Print Design,Web Design","10,70,10,10","""The team worked with precision and thoughtfulness from start to finish.""",https://sussner.com/,https://clutch.co/profile/sussner
Di20 Design,Packaging Design,innovation by design,5.0,1 REVIEW,No,"$5,000+",$50 - $99 / hr,2 - 9,"Florianopolis, Brazil","Packaging Design,Architectural Design,Branding,Graphic Design,Logo,Product Design,UX/UI Design,Web Design","50,10,10,10,5,5,5,5","""They did everything with great affection and dedication.""",http://www.di20.com.br/,https://clutch.co/profile/di20-design
Multia,Packaging Design,A Brand and Design Agency,4.8,24 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Pune, India","Packaging Design,Branding,UX/UI Design,Web Design,Web Development,AR/VR Development","10,20,20,20,20,10","""Multia's response time is good, and this communicative nature helps us stay on track with our schedule.""",http://www.multia.in/,https://clutch.co/profile/multia
DY Printing Box,Packaging Design,High-Quality Packaging,5.0,1 REVIEW,No,"$1,000+",$25 - $49 / hr,2 - 9,"Markham, Canada","Packaging Design,Graphic Design,Print Design,UX/UI Design","50,20,20,10","""It’s very easy to work with them.""",https://dyprintingbox.com/,https://clutch.co/profile/dy-printing-box
The Ad Factory,Packaging Design,Agencia de Publicidad en Monterrey,5.0,1 REVIEW,No,"$5,000+",$25 - $49 / hr,10 - 49,"Monterrey, Mexico","Packaging Design,Branding,Digital Strategy,Graphic Design,Web Development","20,20,20,20,20","“They were very agile, dynamic, and effective communicators.”",http://www.adfactory.mx/,https://clutch.co/profile/ad-factory
VITAMIN branding agency,Packaging Design,Growth Agency. We will make you different,4.7,3 REVIEWS,No,"$5,000+",< $25 / hr,10 - 49,"L'viv, Ukraine","Packaging Design,Video Production,Web Design","10,60,30","""The team has a unique creative approach and great ability to think out of the box.""",https://vitamin-advertising.com/,https://clutch.co/profile/vitamin-branding-agency
Studio Drama,Packaging Design,Brand identity and type design studio,5.0,3 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"London, United Kingdom","Packaging Design,Branding,Graphic Design,Other Design,Web Design","10,50,20,10,10","""They were great with deadlines and communication.""",https://www.studio-drama.com/,https://clutch.co/profile/studio-drama
IN GOOD CO,Packaging Design,cBrands that lead—lead with purpose.,5.0,7 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"Los Angeles, CA","Packaging Design,Branding,Event Marketing & Planning,Business Consulting,Marketing Strategy,Corporate Training & Coaching","15,30,20,15,15,5","""Their creativity was impressive.""",http://www.weareingoodco.com/,https://clutch.co/profile/good-co
MOOHII,Packaging Design,Moohii is a design and development studio,4.9,10 REVIEWS,No,"$10,000+",$25 - $49 / hr,10 - 49,"Dnipropetrovs'k, Ukraine","Packaging Design,Graphic Design,Logo,Branding,E-Commerce Development,UX/UI Design,Web Design,Web Development,Digital Strategy,Marketing Strategy,Mobile App Development,Print Design,Product Design","10,10,10,9,9,9,9,9,5,5,5,5,5","""We were particularly impressed by their genuine interest and dedication to the project.""",http://moohii.com/,https://clutch.co/profile/moohii
Gutsulyak.Studio,Packaging Design,Packaging Design for Food and Beverages,5.0,4 REVIEWS,No,"$25,000+",Undisclosed,2 - 9,"New York, NY","Packaging Design,Branding,Graphic Design,Logo,Other Design,Print Design","40,30,10,10,5,5","""I found it very impressive that they developed not just a graphical design, but a whole philosophical concept.""",https://gutsulyak.studio/,https://clutch.co/profile/gutsulyakstudio
Tangle Design,Packaging Design,Design that Connects,5.0,5 REVIEWS,No,"$1,000+",$100 - $149 / hr,10 - 49,"Pune, India","Packaging Design,UX/UI Design,Web Development,Branding,Web Design","15,40,20,15,10","""They exceeded our expectations, and we were highly satisfied with their services.""",https://www.tangle.co.in/,https://clutch.co/profile/tangle-design
Cherry Digital Agency,Packaging Design,Inspire your business now.,5.0,1 REVIEW,No,"$5,000+",$25 - $49 / hr,10 - 49,"Chișinău, Moldova","Packaging Design,Digital Strategy,E-Commerce Development,Graphic Design,Logo,Print Design,Product Design,Social Media Marketing,Web Design,Web Development","10,10,10,10,10,10,10,10,10,10","We are a team of website designers, developers, search engine optimizers, user experience fanatics, which mean you are always in safe hands. Everyday we try to push the boundaries of design,…",https://cherrydigitalagency.com/,https://clutch.co/profile/cherry-digital-agency
Two Bridges Design,Packaging Design,We design what matters for people who care.,5.0,7 REVIEWS,No,"$5,000+",$150 - $199 / hr,2 - 9,"Denver, CO","Packaging Design,Branding,Graphic Design,Logo,Web Design","20,30,20,20,10","""Their support and patience impressed us.""",https://www.twobridges.design/,https://clutch.co/profile/two-bridges-design
Limefish Design,Packaging Design,Visual Design Studio,5.0,1 REVIEW,No,"$5,000+",Undisclosed,10 - 49,"Seef, Bahrain","Packaging Design,Branding,Graphic Design,UX/UI Design,Video Production","20,30,20,20,10","""Limefish Design has been successful in producing what we need.""",https://www.limefish.com/,https://clutch.co/profile/limefish-design
CREATIVFISH,Packaging Design,FIND A VOICE IN ALL THE NOISE,5.0,2 REVIEWS,No,"$1,000+",$100 - $149 / hr,2 - 9,"Dubai, United Arab Emirates","Packaging Design,Branding,Logo,Web Design","20,30,30,20","""Changes were implemented really quick!""",http://www.creativfish.net/,https://clutch.co/profile/creativfish
Blürbstudio,Packaging Design,A branding and design studio with feeling.,4.7,3 REVIEWS,No,"$5,000+",$50 - $99 / hr,2 - 9,"Kraków, Poland","Packaging Design,Branding,Web Design,UX/UI Design,Marketing Strategy,Graphic Design,Print Design,Product Design","10,30,20,15,10,5,5,5","""Everything that we ordered was delivered timely and with the highest quality.""",http://blurbstudio.com/,https://clutch.co/profile/bl-rbstudio
Lights Out Studio,Packaging Design,Specialists in UI/UX & Identity Design,4.8,14 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Mumbai, India","Packaging Design,UX/UI Design,Logo","20,60,20","""They were in sync with our vision.""",https://lightsout.studio/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/lights-out-studio
CUBEevo Advertising & Digital Agency,Packaging Design,explore. evolve. elevate.,5.0,1 REVIEW,No,"$1,000+",$25 - $49 / hr,10 - 49,"Kuala Lumpur, Malaysia","Packaging Design,Logo,UX/UI Design,Web Design,Social Media Marketing,Video Production","20,20,20,20,10,10","""Their design is outstanding and creative.""",https://www.cubeevo.com/,https://clutch.co/profile/cubeevo-advertising-digital-agency
MadiLinks,Packaging Design,Link Your Business With Digital World,4.9,10 REVIEWS,No,"$1,000+",$100 - $149 / hr,10 - 49,"London, United Kingdom","Packaging Design,Web Design,Web Development,Branding,Graphic Design,IT Managed Services,Social Media Marketing,Video Production","10,20,20,10,10,10,10,10","""Madi and her team strategized, designed, and built our website.""",https://madilinks.com/,https://clutch.co/profile/madilinks
Doing Good Studios,Packaging Design,Build extraordinary brands with intentional design,4.9,7 REVIEWS,No,"$1,000+",$50 - $99 / hr,2 - 9,"Newport Beach, CA","Packaging Design,Branding,Web Design,Print Design","20,40,25,15","""Their great positive energy, ease of communication, and professionalism were impressive.""",https://www.doinggoodstudios.com/,https://clutch.co/profile/doing-good-studios
Squeak,Packaging Design,visuals squeak louder than words,5.0,4 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"London, United Kingdom","Packaging Design,Branding,Graphic Design,Other Design","25,25,25,25","""Trust their team to generate unique design solutions that will elevate your brand image.""",https://www.isqueak.co.uk/,https://clutch.co/profile/squeak
Freshmade,Packaging Design,Branding and Package Design for Modern Food Brands,5.0,2 REVIEWS,No,"$5,000+",Undisclosed,2 - 9,"Deerfield Beach, FL","Packaging Design,Branding,Graphic Design,Social Media Marketing,Web Design","20,20,20,20,20","""Freshmade really cares about us—they’re invested in our success.""",https://freshmadebrands.com/,https://clutch.co/profile/freshmade
The Design Department,Packaging Design,Brand + Packaging Design,5.0,2 REVIEWS,No,"$1,000+",$100 - $149 / hr,Freelancer,"Waterford, Ireland","Packaging Design,Graphic Design,Logo","70,15,15","""They are prompt, friendly and very knowledgeable in regards to graphic design.""",https://thedesigndepartment.ie/,https://clutch.co/profile/design-department
DJDC,Packaging Design,Branding / Packaging / Graphic Design,5.0,1 REVIEW,No,"$10,000+",$100 - $149 / hr,2 - 9,"San Diego, CA","Packaging Design,Branding,Logo","30,40,30","""Their project management skills were impeccable.""",https://dylanjonesdesignco.com/,https://clutch.co/profile/djdc
Integra Magna,Packaging Design,Creative Design Agency,5.0,3 REVIEWS,No,"$1,000+",$50 - $99 / hr,10 - 49,"Indore, India","Packaging Design,Logo,UX/UI Design,Graphic Design,Other Design,Print Design,Video Production","20,20,20,10,10,10,10","""We were very satisfied with all the graphics.""",https://integramagna.com/,https://clutch.co/profile/integra-magna
Forthright Sofia,Packaging Design,Branding and Social Media Strategy,5.0,5 REVIEWS,No,"$1,000+",$50 - $99 / hr,2 - 9,"Sofia, Bulgaria","Packaging Design,Branding,Social Media Marketing,Graphic Design,UX/UI Design","20,30,20,15,15","""The creative result was a powerful identity that captures.""",https://forthrightsofia.com/,https://clutch.co/profile/forthright-sofia
